BUSNUMBERSWAP
SwapPresentNum,SwapNewNum,SwapName,SwapAreaName,SwapNomVolt,SwapYesNo
10740,10740,4WALT,CPLW,138.00,YES
10741,10741,3WALT  H,CPLW,115.00,YES
10743,10743,3CANTON,CPLW,115.00,YES
10745,10745,3LAKE JU,CPLW,115.00,YES
10747,10747,5WALTERS,CPLW,161.00,YES
10750,10750,3PISGAH,CPLW,115.00,YES
10759,10759,3LEICEST,CPLW,115.00,YES
10760,10760,3CANDLER,CPLW,115.00,YES
10769,10769,6CRAGGY,CPLW,230.00,YES
10780,10780,3CANE RV,CPLW,115.00,YES
10853,10853,1WALT #1,CPLW,13.80,YES
10854,10854,1WALT #2,CPLW,13.80,YES
10855,10855,1WALT #3,CPLW,13.80,YES
11084,11084,5NANTAHA,DUK,161.00,YES
11170,11170,5LAKEMRY,DUK,161.00,YES
11171,11171,5OAK GRO,DUK,161.00,YES
11172,11172,5ROBBINS,DUK,161.00,YES
11173,11173,5TUCKASE,DUK,161.00,YES
11174,11174,5WEBSTER,DUK,161.00,YES
15001,15001,8BOWEN,SOCO,500.00,YES
15002,15002,5ROCK SP,SOCO,161.00,YES
15004,15004,8MILLER,SOCO,500.00,YES
15005,15005,3BLOUNT,SOCO,115.00,YES
15006,15006,5ATTALLA,SOCO,161.00,YES
15007,15007,5PHIL CT,SOCO,161.00,YES
15008,15008,5S.VERNT,SOCO,161.00,YES
15009,15009,6E DALTO,SOCO,230.00,YES
15106,15106,1BOWEN1,SOCO,25.00,YES
15107,15107,1BOWEN2,SOCO,25.00,YES
15108,15108,1BOWEN3,SOCO,18.00,YES
15170,15170,1MILLER1,SOCO,24.00,YES
15174,15174,1GORGAS6,SOCO,13.80,YES
15178,15178,1GORGAS1,SOCO,26.00,YES
15502,15502,8UNIONCY,SOCO,500.00,YES
15512,15512,8VILLARI,SOCO,500.00,YES
15515,15515,6UNIONCY,SOCO,230.00,YES
15516,15516,6FLATSHO,SOCO,230.00,YES
15517,15517,6WELCMAL,SOCO,230.00,YES
15518,15518,6E POINT,SOCO,230.00,YES
15519,15519,6MCGRAW6,SOCO,230.00,YES
15521,15521,6CARTERS,SOCO,230.00,YES
15522,15522,6ADAMSVL,SOCO,230.00,YES
15523,15523,6BAKERSF,SOCO,230.00,YES
15524,15524,6BOATROC,SOCO,230.00,YES
15615,15615,6COTTON,SOCO,230.00,YES
15617,15617,6GORDON,SOCO,230.00,YES
15618,15618,6S MACON,SOCO,230.00,YES
15622,15622,6NDUBLIN,SOCO,230.00,YES
15625,15625,6EATNTNL,SOCO,230.00,YES
15641,15641,6ROCKSPR,SOCO,230.00,YES
15645,15645,6HAMMOND,SOCO,230.00,YES
15646,15646,6CEDRTWN,SOCO,230.00,YES
15647,15647,6BREMEN,SOCO,230.00,YES
15648,15648,6VILLARI,SOCO,230.00,YES
15649,15649,6DOUGLSV,SOCO,230.00,YES
15650,15650,6CEDARMT,SOCO,230.00,YES
15658,15658,6BOWEN,SOCO,230.00,YES
15659,15659,6CARTERV,SOCO,230.00,YES
15660,15660,6ATLSTEL,SOCO,230.00,YES
15661,15661,6PINSON,SOCO,230.00,YES
15662,15662,6OOSTANA,SOCO,230.00,YES
15664,15664,6TUNNELH,SOCO,230.00,YES
15665,15665,6COOSAWT,SOCO,230.00,YES
15666,15666,6TIOGA,SOCO,230.00,YES
15838,15838,3ROCKSPR,SOCO,115.00,YES
15839,15839,3LAFAYTE,SOCO,115.00,YES
15840,15840,3TUNNELH,SOCO,115.00,YES
15841,15841,3DALTON,SOCO,115.00,YES
15842,15842,3EDALTNB,SOCO,115.00,YES
15843,15843,3OOSTANA,SOCO,115.00,YES
15844,15844,3COOSAWA,SOCO,115.00,YES
15847,15847,3PINSON,SOCO,115.00,YES
15884,15884,6FIFTY-4,SOCO,230.00,YES
15891,15891,6MTCARML,SOCO,230.00,YES
15901,15901,8TENASGA,SOCO,500.00,YES
15906,15906,3CHELSTP,SOCO,115.00,YES
15933,15933,8SNDOWN,SOCO,500.00,YES
15950,15950,6ELLIJAY,SOCO,230.00,YES
15951,15951,6FIRSTMT,SOCO,230.00,YES
15954,15954,3EDALTON,SOCO,115.00,YES
16013,16013,5FAYETTS,SOCO,161.00,YES
16014,16014,5RENFRO,SOCO,161.00,YES
16018,16018,5KINGVLL,SOCO,161.00,YES
16019,16019,5FAYETCO,SOCO,161.00,YES
16039,16039,5LYNN DS,SOCO,161.00,YES
16040,16040,5HALVLTS,SOCO,161.00,YES
16041,16041,5WESTON,SOCO,161.00,YES
16042,16042,5HAMILTN,SOCO,161.00,YES
16043,16043,3GORGAS1,SOCO,115.00,YES
16045,16045,6GORGAS6,SOCO,230.00,YES
16046,16046,6MILLER,SOCO,230.00,YES
16047,16047,3BOYLS12,SOCO,115.00,YES
16048,16048,6BOYLSM1,SOCO,230.00,YES
16049,16049,6BOYLSGA,SOCO,230.00,YES
16052,16052,1GAD1MID,SOCO,1.00,YES
16053,16053,3KETONA,SOCO,115.00,YES
16055,16055,3PRATTCY,SOCO,115.00,YES
16056,16056,6PRATTCY,SOCO,230.00,YES
16060,16060,6BESSGRC,SOCO,230.00,YES
16061,16061,3MAGL123,SOCO,115.00,YES
16062,16062,6MAGELLA,SOCO,230.00,YES
16064,16064,62 HOLT,SOCO,230.00,YES
16065,16065,6HOLT,SOCO,230.00,YES
16067,16067,3CLAY,SOCO,115.00,YES
16068,16068,6CLAY,SOCO,230.00,YES
16069,16069,3LEEDSTS,SOCO,115.00,YES
16071,16071,6ONEONTA,SOCO,230.00,YES
16072,16072,3EASTBHM,SOCO,115.00,YES
16076,16076,3NOHELNA,SOCO,115.00,YES
16077,16077,6NOHELNA,SOCO,230.00,YES
16078,16078,3JAXSHAL,SOCO,115.00,YES
16079,16079,3ANNISTN,SOCO,115.00,YES
16081,16081,3HENRYDM,SOCO,115.00,YES
16082,16082,3GULFSSI,SOCO,115.00,YES
16084,16084,3GADSDEN,SOCO,115.00,YES
16085,16085,3WEISSDM,SOCO,115.00,YES
16087,16087,3ATTALLA,SOCO,115.00,YES
16093,16093,6S. BESS,SOCO,230.00,YES
16094,16094,8S. BESS,SOCO,500.00,YES
16095,16095,3LMARTDM,SOCO,115.00,YES
16180,16180,5FAYETDS,SOCO,161.00,YES
16182,16182,5HALVLDS,SOCO,161.00,YES
16184,16184,5NAUVOO,SOCO,161.00,YES
16189,16189,5PHILCAM,SOCO,161.00,YES
16190,16190,5SVERNDS,SOCO,161.00,YES
16193,16193,3GORGS#2,SOCO,115.00,YES
16194,16194,3GORGS#3,SOCO,115.00,YES
16195,16195,6DUNCNVL,SOCO,230.00,YES
16210,16210,6GADSDN6,SOCO,230.00,YES
16217,16217,3SBESSMR,SOCO,115.00,YES
16228,16228,8TENASKA,SOCO,500.00,YES
16243,16243,6ACIPCO6,SOCO,230.00,YES
16249,16249,1GAD2MID,SOCO,1.00,YES
18001,18001,7SHAWNEE,TVA,345.00,YES
18002,18002,5SHAWNE1,TVA,161.00,YES
18003,18003,5SHAW G1,TVA,161.00,YES
18004,18004,5SHAW G3,TVA,161.00,YES
18005,18005,5SHAW G5,TVA,161.00,YES
18006,18006,5SHAW G7,TVA,161.00,YES
18007,18007,5MARSHAL,TVA,161.00,YES
18008,18008,8SHELBY,TVA,500.00,YES
18009,18009,8FREEPOR,TVA,500.00,YES
18010,18010,8W POINT,TVA,500.00,YES
18011,18011,8PLSNTHL,TVA,500.00,YES
18012,18012,5PARADIS,TVA,161.00,YES
18014,18014,8BNP 2,TVA,500.00,YES
18015,18015,6WID CRK,TVA,230.00,YES
18016,18016,8SNP,TVA,500.00,YES
18017,18017,8HAYWOOD,TVA,500.00,YES
18018,18018,8PHIPP B,TVA,500.00,YES
18019,18019,8SULLIVA,TVA,500.00,YES
18020,18020,5CALVERT,TVA,161.00,YES
18021,18021,5KY HY,TVA,161.00,YES
18022,18022,5ALLEN S,TVA,161.00,YES
18023,18023,5WILSNHP,TVA,161.00,YES
18024,18024,3GUNTERV,TVA,115.00,YES
18025,18025,5ALBERTV,TVA,161.00,YES
18026,18026,5BARKLEY,TVA,161.00,YES
18027,18027,5SUMMER,TVA,161.00,YES
18028,18028,5OGLETHR,TVA,161.00,YES
18029,18029,5WOLF CR,TVA,161.00,YES
18030,18030,5PINEVIL,TVA,161.00,YES
18031,18031,4BOONE H,TVA,138.00,YES
18032,18032,4N BRIST,TVA,138.00,YES
18033,18033,5MCCRACK,TVA,161.00,YES
18034,18034,5C-31,DOE,161.00,YES
18035,18035,5C-33,DOE,161.00,YES
18036,18036,8GLEASON,TVA,500.00,YES
18037,18037,5C-35,DOE,161.00,YES
18038,18038,5C-37A,DOE,161.00,YES
18039,18039,5C-37B,DOE,161.00,YES
18040,18040,5SANTEET,TVA,161.00,YES
18041,18041,3BATESVI,TVA,115.00,YES
18042,18042,5COSBY,TVA,161.00,YES
18044,18044,5WAYNE C,TVA,161.00,YES
18045,18045,5MCCREAR,TVA,161.00,YES
18046,18046,5TIPTNVL,TVA,161.00,YES
18048,18048,6RCKSPSS,TVA,230.00,YES
18049,18049,8LOWNDES,TVA,500.00,YES
18050,18050,5LOWNDES,TVA,161.00,YES
18051,18051,8BHAMSTE,TVA,500.00,YES
18052,18052,2WINFLD,TVA,69.00,YES
18053,18053,2KYHYNO1,TVA,69.00,YES
18060,18060,5BATESVI,TVA,161.00,YES
18109,18109,F1 ALLEN,TVA,23.00,YES
18110,18110,F2 ALLEN,TVA,23.00,YES
18111,18111,F3 ALLEN,TVA,23.00,YES
18126,18126,1REDHILL,TVA,20.00,YES
18135,18135,N1 BFN,TVA,20.70,YES
18136,18136,N2 BFN,TVA,20.70,YES
18137,18137,N3 BFN,TVA,20.70,YES
18138,18138,F1L BRUN,TVA,22.50,YES
18150,18150,F1 COLBT,TVA,19.00,YES
18151,18151,F2 COLBT,TVA,19.00,YES
18152,18152,F3 COLBT,TVA,19.00,YES
18153,18153,F4 COLBT,TVA,19.00,YES
18154,18154,F5ACOLBT,TVA,22.50,YES
18167,18167,F1HL CMB,TVA,20.70,YES
18168,18168,F2HL CMB,TVA,20.70,YES
18180,18180,H1-2FTPT,TVA,13.20,YES
18181,18181,F1GALTIN,TVA,22.50,YES
18182,18182,F2GALTIN,TVA,22.50,YES
18183,18183,F3GALTIN,TVA,22.50,YES
18184,18184,F4GALTIN,TVA,22.50,YES
18189,18189,H1-2GFAL,TVA,6.60,YES
18195,18195,1ARPR&CH,TVA,13.00,YES
18200,18200,F1 J SEV,TVA,19.00,YES
18201,18201,F2 J SEV,TVA,19.00,YES
18202,18202,F3 J SEV,TVA,19.00,YES
18203,18203,F4 J SEV,TVA,19.00,YES
18204,18204,F5 JVILL,TVA,17.10,YES
18205,18205,F6 JVILL,TVA,17.10,YES
18206,18206,F7 JVILL,TVA,17.10,YES
18207,18207,F8 JVILL,TVA,17.10,YES
18208,18208,F9 JVILL,TVA,17.10,YES
18209,18209,F10JVILL,TVA,17.10,YES
18210,18210,F1 JVILL,TVA,13.20,YES
18211,18211,F2 JVILL,TVA,13.20,YES
18212,18212,F3 JVILL,TVA,13.20,YES
18213,18213,F4 JVILL,TVA,13.20,YES
18233,18233,F4KINGST,TVA,17.10,YES
18234,18234,F1KINGST,TVA,17.10,YES
18235,18235,F2KINGST,TVA,17.10,YES
18236,18236,F3KINGST,TVA,17.10,YES
18237,18237,F5KINGST,TVA,19.00,YES
18238,18238,F6KINGST,TVA,19.00,YES
18239,18239,F7KINGST,TVA,19.00,YES
18240,18240,F8KINGST,TVA,19.00,YES
18241,18241,F9KINGST,TVA,19.00,YES
18245,18245,H1 CHATU,TVA,6.60,YES
18251,18251,H1-3OCO1,TVA,2.30,YES
18252,18252,H1-2OCO2,TVA,6.90,YES
18253,18253,H1 OCO3,TVA,13.20,YES
18256,18256,F3ABPARA,TVA,22.50,YES
18257,18257,F2H PARA,TVA,22.50,YES
18259,18259,F1H PARA,TVA,22.50,YES
18269,18269,1PERCY P,TVA,13.20,YES
18274,18274,N2 SQN,TVA,22.50,YES
18275,18275,N1 SQN,TVA,22.50,YES
18276,18276,F10 SHAW,TVA,17.10,YES
18277,18277,F9  SHAW,TVA,17.10,YES
18278,18278,F8  SHAW,TVA,17.10,YES
18279,18279,F7  SHAW,TVA,17.10,YES
18280,18280,F6  SHAW,TVA,17.10,YES
18281,18281,H1WATAGA,TVA,13.20,YES
18282,18282,H2WATAGA,TVA,13.20,YES
18283,18283,H1HOLSTN,TVA,13.00,YES
18286,18286,H1TIM FD,TVA,13.20,YES
18297,18297,N1 WBN,TVA,22.50,YES
18306,18306,F1 WIDCK,TVA,17.10,YES
18307,18307,F2 WIDCK,TVA,17.10,YES
18308,18308,F3 WIDCK,TVA,17.10,YES
18309,18309,F4 WIDCK,TVA,17.10,YES
18310,18310,F7HWIDCK,TVA,22.50,YES
18312,18312,F5 WIDCK,TVA,17.10,YES
18313,18313,F6 WIDCK,TVA,17.10,YES
18314,18314,F8AWIDCK,TVA,22.50,YES
18328,18328,H1 NOTLY,TVA,13.20,YES
18329,18329,F5  SHAW,TVA,17.10,YES
18330,18330,F4  SHAW,TVA,17.10,YES
18331,18331,F3  SHAW,TVA,17.10,YES
18332,18332,F2  SHAW,TVA,17.10,YES
18333,18333,F1  SHAW,TVA,17.10,YES
18340,18340,H4-5OCO1,TVA,2.30,YES
18345,18345,1WEYERH,TVA,13.80,YES
18346,18346,1WEYERHA,TVA,13.80,YES
18347,18347,1WEYERHB,TVA,13.80,YES
18364,18364,1KFG1-11,TVA,4.16,YES
18377,18377,1AMUBDSL,TVA,4.16,YES
18401,18401,8SHAWNEE,TVA,500.00,YES
18402,18402,5SHAWNE2,TVA,161.00,YES
18403,18403,5SHAW G9,TVA,161.00,YES
18405,18405,8TRICO S,TVA,500.00,YES
18406,18406,8MARSHAL,TVA,500.00,YES
18407,18407,8WEAKLEY,TVA,500.00,YES
18408,18408,5WEAKLEY,TVA,161.00,YES
18409,18409,8JACKSON,TVA,500.00,YES
18410,18410,5JACKSON,TVA,161.00,YES
18411,18411,5SHELBY1,TVA,161.00,YES
18412,18412,5FREEPOR,TVA,161.00,YES
18413,18413,8CORDOVA,TVA,500.00,YES
18414,18414,5CORDOV1,TVA,161.00,YES
18415,18415,5CORDOV2,TVA,161.00,YES
18416,18416,5MEMJUNC,TVA,161.00,YES
18417,18417,5SHELBY2,TVA,161.00,YES
18418,18418,5CROCKET,TVA,161.00,YES
18419,18419,8UNION,TVA,500.00,YES
18420,18420,5UNION,TVA,161.00,YES
18421,18421,5W POINT,TVA,161.00,YES
18422,18422,8JVILLE,TVA,500.00,YES
18423,18423,5J VIL 1,TVA,161.00,YES
18424,18424,5J VIL 2,TVA,161.00,YES
18425,18425,8CUMBERL,TVA,500.00,YES
18426,18426,5CUMBERL,TVA,161.00,YES
18427,18427,8PARADIS,TVA,500.00,YES
18428,18428,8MONTGOM,TVA,500.00,YES
18429,18429,5MONTGOM,TVA,161.00,YES
18430,18430,8DAVIDSO,TVA,500.00,YES
18431,18431,5DAVIDSO,TVA,161.00,YES
18432,18432,8MAURY,TVA,500.00,YES
18433,18433,5MAURY,TVA,161.00,YES
18434,18434,8BFNP,TVA,500.00,YES
18435,18435,5BFNP,TVA,161.00,YES
18436,18436,8TRINITY,TVA,500.00,YES
18437,18437,5TRINITY,TVA,161.00,YES
18439,18439,5CULLMAN,TVA,161.00,YES
18440,18440,8MADISON,TVA,500.00,YES
18441,18441,5MADISON,TVA,161.00,YES
18442,18442,8BNP 1,TVA,500.00,YES
18443,18443,5BNP,TVA,161.00,YES
18444,18444,8WID CRK,TVA,500.00,YES
18445,18445,5WIDCRK1,TVA,161.00,YES
18446,18446,5WIDCRK2,TVA,161.00,YES
18447,18447,8FRANKLI,TVA,500.00,YES
18448,18448,5FRANKLI,TVA,161.00,YES
18449,18449,8WILSON,TVA,500.00,YES
18450,18450,5WILSNTN,TVA,161.00,YES
18451,18451,5CARRIAG,TVA,161.00,YES
18452,18452,8RACCOON,TVA,500.00,YES
18453,18453,5RACCOON,TVA,161.00,YES
18454,18454,5SNP,TVA,161.00,YES
18456,18456,5ATHN TN,TVA,161.00,YES
18457,18457,8WBNP 1,TVA,500.00,YES
18458,18458,5WBHP,TVA,161.00,YES
18459,18459,8LIMESTO,TVA,500.00,YES
18461,18461,8ROANE,TVA,500.00,YES
18462,18462,5ROANE 1,TVA,161.00,YES
18464,18464,8BULL RU,TVA,500.00,YES
18465,18465,5BULL RU,TVA,161.00,YES
18466,18466,5MCGREGO,TVA,161.00,YES
18467,18467,5ALCOA S,TVA,161.00,YES
18468,18468,8VOLUNTE,TVA,500.00,YES
18469,18469,5VOLUNTE,TVA,161.00,YES
18470,18470,5ALCOA,TVA,161.00,YES
18471,18471,5J SEVI1,TVA,161.00,YES
18472,18472,5J SEVI2,TVA,161.00,YES
18473,18473,5PHIPP B,TVA,161.00,YES
18474,18474,5BLUE RI,TVA,161.00,YES
18475,18475,5BILLIE,TVA,161.00,YES
18476,18476,5SULLIVA,TVA,161.00,YES
18478,18478,5REDHILL,TVA,161.00,YES
18479,18479,3DUPONT,TVA,115.00,YES
18480,18480,3FITE RD,TVA,115.00,YES
18481,18481,3FRONT S,TVA,115.00,YES
18482,18482,1FRONT S,TVA,23.00,YES
18483,18483,3THIRD S,TVA,115.00,YES
18484,18484,1THIRD S,TVA,23.00,YES
18485,18485,3MILL BR,TVA,115.00,YES
18486,18486,3WILLETT,TVA,115.00,YES
18487,18487,3BROOKFI,TVA,115.00,YES
18488,18488,3MACON R,TVA,115.00,YES
18489,18489,5TRNTYRD,TVA,161.00,YES
18490,18490,5LAMAR R,TVA,161.00,YES
18493,18493,5PADUCAH,TVA,161.00,YES
18494,18494,5S CALVE,TVA,161.00,YES
18495,18495,5BENTON,TVA,161.00,YES
18497,18497,5MAYFIEL,TVA,161.00,YES
18499,18499,5MURRAY,TVA,161.00,YES
18501,18501,5UNONCTY,TVA,161.00,YES
18502,18502,5MARTIN,TVA,161.00,YES
18504,18504,5PARIS,TVA,161.00,YES
18508,18508,5NEWBN T,TVA,161.00,YES
18510,18510,5DYERSBU,TVA,161.00,YES
18511,18511,5ROYAL B,TVA,161.00,YES
18512,18512,5MILAN,TVA,161.00,YES
18514,18514,5CLARKSB,TVA,161.00,YES
18516,18516,5ALAMO,TVA,161.00,YES
18518,18518,5S JACKS,TVA,161.00,YES
18519,18519,5CHESTER,TVA,161.00,YES
18520,18520,5NHOLLSP,TVA,161.00,YES
18521,18521,5HENDR T,TVA,161.00,YES
18522,18522,5BROWNSV,TVA,161.00,YES
18524,18524,5COVINGT,TVA,161.00,YES
18526,18526,5DOVER,TVA,161.00,YES
18530,18530,5HICK VL,TVA,161.00,YES
18532,18532,5SELMER,TVA,161.00,YES
18533,18533,5RAMER,TVA,161.00,YES
18534,18534,5COUNCE,TVA,161.00,YES
18535,18535,5PICKWIC,TVA,161.00,YES
18536,18536,5WEYERHA,TVA,161.00,YES
18540,18540,5RALEIGH,TVA,161.00,YES
18541,18541,5POPLAR,TVA,161.00,YES
18542,18542,5N.PRIMA,TVA,161.00,YES
18543,18543,5HOLMES,TVA,161.00,YES
18544,18544,5OAKVILL,TVA,161.00,YES
18545,18545,5WEAVER,TVA,161.00,YES
18546,18546,5MAPCO,TVA,161.00,YES
18547,18547,5NONCANN,TVA,161.00,YES
18548,18548,5BUOY ST,TVA,161.00,YES
18549,18549,3N.PRIMA,TVA,115.00,YES
18550,18550,3S.E.GAT,TVA,115.00,YES
18551,18551,5COLR TN,TVA,161.00,YES
18552,18552,5S.PRIMA,TVA,161.00,YES
18553,18553,5MCLEMOR,TVA,161.00,YES
18554,18554,5MALLORY,TVA,161.00,YES
18555,18555,5SOUTHER,TVA,161.00,YES
18556,18556,5N.E.GAT,TVA,161.00,YES
18557,18557,5ELMORE,TVA,161.00,YES
18558,18558,5CHELSA,TVA,161.00,YES
18559,18559,1MCLEMOR,TVA,23.00,YES
18560,18560,5UNIVERS,TVA,161.00,YES
18561,18561,3N.E.GAT,TVA,115.00,YES
18562,18562,5WINCHRD,TVA,161.00,YES
18563,18563,5S.E.GAT,TVA,161.00,YES
18564,18564,5YALE RD,TVA,161.00,YES
18565,18565,5FITE RD,TVA,161.00,YES
18566,18566,5N.FRAYS,TVA,161.00,YES
18567,18567,3E.H.CRU,TVA,115.00,YES
18568,18568,5MILLING,TVA,161.00,YES
18569,18569,3S.PRIMA,TVA,115.00,YES
18570,18570,5WATER V,TVA,161.00,YES
18573,18573,5BURNSVL,TVA,161.00,YES
18574,18574,5CORINTH,TVA,161.00,YES
18575,18575,5BOONEVL,TVA,161.00,YES
18576,18576,5RIPLYMS,TVA,161.00,YES
18577,18577,5HOLLY S,TVA,161.00,YES
18578,18578,5MILLER,TVA,161.00,YES
18581,18581,5OXFORD,TVA,161.00,YES
18582,18582,5PONTOTO,TVA,161.00,YES
18583,18583,5NEW ALB,TVA,161.00,YES
18584,18584,5TUPELO,TVA,161.00,YES
18585,18585,5HOUSTON,TVA,161.00,YES
18586,18586,5GUNTOWN,TVA,161.00,YES
18588,18588,5FULTON,TVA,161.00,YES
18589,18589,5SMTH MS,TVA,161.00,YES
18590,18590,5AMORY,TVA,161.00,YES
18591,18591,5OKOLONA,TVA,161.00,YES
18594,18594,5CALHOUN,TVA,161.00,YES
18595,18595,5COFFEEV,TVA,161.00,YES
18596,18596,5EUPORA,TVA,161.00,YES
18597,18597,5STURGIS,TVA,161.00,YES
18599,18599,5GATTMAN,TVA,161.00,YES
18600,18600,5COLUMBS,TVA,161.00,YES
18601,18601,5E COLUM,TVA,161.00,YES
18602,18602,5MACON M,TVA,161.00,YES
18603,18603,5LOUISVI,TVA,161.00,YES
18604,18604,5MIDWAY,TVA,161.00,YES
18605,18605,5DEKALB,TVA,161.00,YES
18606,18606,5PHILADE,TVA,161.00,YES
18607,18607,5LEAKE,TVA,161.00,YES
18608,18608,5BELGRN,TVA,161.00,YES
18611,18611,5LAFAYSP,TVA,161.00,YES
18612,18612,5HILLS C,TVA,161.00,YES
18613,18613,5BALDWYN,TVA,161.00,YES
18614,18614,5JR PARN,TVA,161.00,YES
18615,18615,5STELLA,TVA,161.00,YES
18622,18622,5CHER AL,TVA,161.00,YES
18623,18623,5RED BAY,TVA,161.00,YES
18624,18624,5COLBERT,TVA,161.00,YES
18625,18625,5OAKL AL,TVA,161.00,YES
18626,18626,5SHOALS,TVA,161.00,YES
18627,18627,5REYNOLD,TVA,161.00,YES
18629,18629,5RTLFF T,TVA,161.00,YES
18630,18630,5WHEELER,TVA,161.00,YES
18631,18631,5ELGIN,TVA,161.00,YES
18633,18633,5NANCE,TVA,161.00,YES
18634,18634,5ATHN AL,TVA,161.00,YES
18635,18635,5GEN MTR,TVA,161.00,YES
18636,18636,5JETPORT,TVA,161.00,YES
18637,18637,5ARDMORE,TVA,161.00,YES
18639,18639,5DECATUR,TVA,161.00,YES
18640,18640,5ARAB,TVA,161.00,YES
18641,18641,5GUNTERV,TVA,161.00,YES
18642,18642,5GUNT HP,TVA,161.00,YES
18643,18643,5LIMESTO,TVA,161.00,YES
18644,18644,5COLNSVL,TVA,161.00,YES
18645,18645,5OAK PLA,TVA,161.00,YES
18646,18646,5GOOSE P,TVA,161.00,YES
18647,18647,5FT PAYN,TVA,161.00,YES
18651,18651,5SCOTTSB,TVA,161.00,YES
18652,18652,5FARLEY,TVA,161.00,YES
18655,18655,5HUNT AL,TVA,161.00,YES
18656,18656,5N HUNTV,TVA,161.00,YES
18657,18657,5WOODLAW,TVA,161.00,YES
18658,18658,5SAVAGE,TVA,161.00,YES
18660,18660,5LAWRENC,TVA,161.00,YES
18662,18662,5E.SHELB,TVA,161.00,YES
18663,18663,5CENTERV,TVA,161.00,YES
18666,18666,5MT PLEA,TVA,161.00,YES
18669,18669,5BELFAST,TVA,161.00,YES
18671,18671,5MONSNT,TVA,161.00,YES
18672,18672,5FRNK TN,TVA,161.00,YES
18673,18673,5KNG SPR,TVA,161.00,YES
18674,18674,5DICKSON,TVA,161.00,YES
18677,18677,5ARLINGT,TVA,161.00,YES
18679,18679,5ERIN,TVA,161.00,YES
18680,18680,5CLARK R,TVA,161.00,YES
18682,18682,5EGALLAT,TVA,161.00,YES
18683,18683,5CLARKSV,TVA,161.00,YES
18684,18684,5INTERCH,TVA,161.00,YES
18685,18685,5EDGOTEN,TVA,161.00,YES
18686,18686,5HOPKINV,TVA,161.00,YES
18687,18687,5FORD CY,TVA,161.00,YES
18689,18689,5CASKY K,TVA,161.00,YES
18690,18690,5RUSV KY,TVA,161.00,YES
18691,18691,5BOWL GR,TVA,161.00,YES
18692,18692,5E BOWL,TVA,161.00,YES
18695,18695,5FRNK KY,TVA,161.00,YES
18696,18696,5PORTLAN,TVA,161.00,YES
18698,18698,5DAVSN 2,TVA,161.00,YES
18703,18703,5W COOKV,TVA,161.00,YES
18704,18704,5DBLE,TVA,161.00,YES
18705,18705,5CENTER,TVA,161.00,YES
18706,18706,5CORDELL,TVA,161.00,YES
18708,18708,5LEBANON,TVA,161.00,YES
18710,18710,5GALTN P,TVA,161.00,YES
18711,18711,5GALLATI,TVA,161.00,YES
18712,18712,5LORETTO,TVA,161.00,YES
18713,18713,5LAFAYET,TVA,161.00,YES
18715,18715,5SPRNGFD,TVA,161.00,YES
18716,18716,5LOGAN A,TVA,161.00,YES
18717,18717,5N NASH,TVA,161.00,YES
18718,18718,5S NASH,TVA,161.00,YES
18719,18719,5W NASH,TVA,161.00,YES
18720,18720,5RADNOR,TVA,161.00,YES
18721,18721,5PEACH O,TVA,161.00,YES
18722,18722,5WHITES,TVA,161.00,YES
18723,18723,5SLEBIPT,TVA,161.00,YES
18724,18724,5PIN HOO,TVA,161.00,YES
18725,18725,5GOODLET,TVA,161.00,YES
18727,18727,5SAUNDER,TVA,161.00,YES
18728,18728,5ELYSIAN,TVA,161.00,YES
18729,18729,5SHUQUAL,TVA,161.00,YES
18730,18730,5DONELSO,TVA,161.00,YES
18731,18731,5HERMITA,TVA,161.00,YES
18733,18733,5N.ALBER,TVA,161.00,YES
18734,18734,5AKZO AL,TVA,161.00,YES
18735,18735,5ACKERMN,TVA,161.00,YES
18737,18737,5NOLNVLE,TVA,161.00,YES
18738,18738,5CANE RI,TVA,161.00,YES
18739,18739,5TUSCUMB,TVA,161.00,YES
18740,18740,5DAVSNRD,TVA,161.00,YES
18743,18743,5SMYRNA,TVA,161.00,YES
18744,18744,5MURFREE,TVA,161.00,YES
18745,18745,5E MURFR,TVA,161.00,YES
18746,18746,5WARTRAC,TVA,161.00,YES
18747,18747,5E.FRANK,TVA,161.00,YES
18750,18750,5FAYETTV,TVA,161.00,YES
18751,18751,5WINCHES,TVA,161.00,YES
18754,18754,5MANCHES,TVA,161.00,YES
18755,18755,5WOODBUR,TVA,161.00,YES
18756,18756,5SMTH TN,TVA,161.00,YES
18757,18757,5W SPART,TVA,161.00,YES
18758,18758,5GREAT F,TVA,161.00,YES
18759,18759,5E MCMIN,TVA,161.00,YES
18760,18760,5MCMINNV,TVA,161.00,YES
18761,18761,5MORRISO,TVA,161.00,YES
18762,18762,5N TUL T,TVA,161.00,YES
18763,18763,5BRENTWO,TVA,161.00,YES
18765,18765,5COALMON,TVA,161.00,YES
18766,18766,5JASPER,TVA,161.00,YES
18767,18767,5NICJACK,TVA,161.00,YES
18769,18769,5MOCCASI,TVA,161.00,YES
18770,18770,5CHICK H,TVA,161.00,YES
18771,18771,5CHRISTI,TVA,161.00,YES
18772,18772,5CONCORD,TVA,161.00,YES
18773,18773,5RIDGDL1,TVA,161.00,YES
18774,18774,5CATOOSA,TVA,161.00,YES
18776,18776,5MORGANV,TVA,161.00,YES
18777,18777,5FALLING,TVA,161.00,YES
18778,18778,5E CLEVE,TVA,161.00,YES
